n_profile Patient_ID Time E2F Hypoxia p53_PTEN IKK VEGF GSK_3_APC_AXIN Bcl_XL PIP3 PI3K Nutrients TH
1242 MB-3088 19.98 0.268 0.495 0.503 0.415 0.309 0.844 0.179383 0.323 0.517 0.493 0.005
1243 MB-5547 19.99 0.763 0.495 0 0.955 0.48 0.555 0.505 0.928 0.889 0.493 0.1356
1244 MB-7253 19.98 0.023 0.495 0.673 0.26 0.379 0.948 0.212 0.327 1 0.493 0.0429
1245 MB-7049 19.99 0.436 0.495 0.939 0.073 0.492 0.944 0.004 0.051 0.512 0.493 0.0175
1246 MB-0609 19.98 0.007 0.495 0 0.792 0.577 0.903 0.212 0.427 0.43219 0.493 0.0037
1247 MB-0660 19.99 0.033 0.495 0 0.951 0.479292 0.85 1 0.845 0.551 0.493 0.0043
1248 MB-0279 19.98 0.028 0.495 0 0.476 0.474271 0.723 0.182 1 0.564 0.493 0.0081
1249 MB-5339 19.98 0.367768 0.495 0.848 0.487 0.567 0.72103 0.145 0.109 0.689 0.493 0.0554
1250 MB-5326 19.99 0.246508 0.495 0.277 0.883 0.527 0.091276 0.729 0.733 1 0.493 0.0156
1251 MB-7010 19.98 0.04 0.495 0.648703 0.317504 0.4691 0.336701 0.518 0.351 1 0.493 0.0581
1253 MB-2849 19.99 0.442 0.495 0 0.714 0.629939 0.24 0.999 0.009 0 0.493 0.002
1252 MB-5647 19.98 0.220518 0.495 0.726158 0.316786 0.439 0.816 0.443536 0.19 0.544 0.493 0.0251
1254 MB-4682 19.98 0.032 0.495 0.736 0.418 0.389 0.847 0.741 0.168 0.571 0.493 0.0869
1255 MB-7176 19.98 0.06693 0.495 0.492 0.496401 0.619 0.296 0.679 0.515 1 0.493 0.0105
1256 MB-7006 19.98 0.002 0.495 0.684 0.266 0.676893 0.962 0.236 0.319084 1 0.493 0.0084
1257 MB-5152 19.98 0.016 0.495 0 0.741 0.812 0.43 0.228 1 0.967 0.493 0.0135
1258 MB-0152 19.99 0.165 0.495 0 0.933629 0.949 0.235 1 1 1 0.493 0.0036
1259 MB-7164 19.98 0.402 0.495 0.567 0.403 0.446998 0.653 0.361 0.433 1 0.493 0.006
1260 MB-0354 19.98 0.008 0.495 0 0.543 0.868 0.987 0.943 1 1 0.493 7e-04
1261 MB-7027 19.98 0.187 0.495 0 0.982 0.961 0.847 1 1 1 0.493 5e-04
1262 MB-4822 19.98 0.033 0.495 0.589 0.405 0.599 0.939 0.402 0.415 1 0.493 0.01
1263 MB-5634 19.99 0.825 0.495 0 0.932 0.585835 0.693 1 0.991 0.933 0.493 0.0263
1264 MB-5222 19.99 0.563 0.495 0.697 0.65 0.881 0.252 0.234 0.307 0.988 0.493 0.0303
1265 MB-0381 19.98 0.002 0.495 0 0.671 0.836 0.964 0.986 0.32 0.327 0.493 0.0991
1266 MB-4882 19.98 0.045 0.495 0.702 0.787 0.548 0.66 0.318 0.288 1 0.493 0.0042
1267 MB-5556 19.98 0.112 0.495 0.382 0.360723 0.432539 0.708322 0.098 0.602 0.547 0.493 0.0212
1268 MB-3079 19.98 0.011 0.495 0.861 0.28 0.541 0.935 0.121933 0.129 1 0.493 0.0076
1269 MB-5126 19.99 0.538 0.495 0 0.739 0.496482 0.888 0.339 0.976 0.981 0.493 0.1688
1270 MB-6010 19.98 0.336 0.495 0 0.874 0.684 0.717 0.424 0.922 0.912 0.493 0.054
1271 MB-0314 19.99 0.106 0.495 0 0.806 0.59 0.898 0.605 0.862 0.81 0.493 0.0328
1272 MB-0221 19.98 0.597 0.495 0 0.959 0.784 0.60511 1 1 1 0.493 9e-04
1273 MB-5571 19.98 0.012 0.495 0.818 0.548 0.53 0.797665 0.14 0.12 0.585 0.493 0.0119
1274 MB-5092 19.98 0.043 0.495 0.621585 0.548 0.593 0.839 0.385735 0.389 1 0.493 0.0263
1275 MB-3379 19.98 0.003 0.495 0.625 0.425 0.623 0.948 0.378896 0.381 1 0.493 0.0125
1276 MB-4274 19.99 0.55 0.495 0.563 0.582 0.09 0.952 0.862 0.438 1 0.493 0.0071
1277 MB-4653 19.98 0.227 0.495 0 0.929 0.691 0.473 0.877 1 1 0.493 0
1278 MB-5511 19.98 0.109 0.495 0 0.994 0.663 0.913 0.98 1 1 0.493 0.0032
1279 MB-3363 19.99 0.533 0.495 0 0.826 0.893 0.724 0 1 1 0.493 0.009
1280 MB-4866 19.98 0.151 0.495 0.357 0.841 0.533 0.526185 0.721 0.357 0.537 0.493 0.0209
1281 MB-5426 19.98 0.029 0.495 0 0.993 0.788 0.58 0.723 0.99 0.988 0.493 0.0049
1282 MB-7288 19.98 0.009 0.495 0.85 0.516 0.723 0.951 0.157 0.147 1 0.493 0.0035
1283 MB-0483 19.99 0.82137 0.495 0.739 0.154 0.531 0.985 0.585 0.085 0.289 0.493 0.1094
1284 MB-5432 19.98 0.194 0.495 0.255 0.564 0.422728 0.946 0.547 0.652 0.585 0.493 0.025
1285 MB-0476 19.99 0.001 0.495 0 0.92 0.64 0.97 0.938 0.828 0.827 0.493 0.0035
1286 MB-0399 19.98 0.055 0.495 0.644 0.512 0.788 0.916 0.234 0.371 1 0.493 0.0201
1287 MB-0101 19.98 0.026 0.495 0.723 0.235 0.619382 0.958 0.096 0.275 1 0.493 0.0046
1288 MB-5401 19.98 0.583 0.495 0.647 0.549 0.594865 0.809 0.473 0.354 1 0.493 0.007
1289 MB-5483 19.98 0.06 0.495 0 0.863 0.621 0.815 0.981 1 1 0.493 0.0026
1290 MB-7023 19.99 0.161 0.495 0 0.995 0.908 0.444 0.735121 1 1 0.493 0.0077
1291 MB-0203 19.98 0.003 0.495 0.658 0.431 0.55777 0.958 0.324 0.284 0.806 0.493 0.0109
1292 MB-6251 19.99 0.027 0.495 0 0.955 0.594 0.404 0.529 0.956 0.716 0.493 0.0664
1293 MB-0278 19.99 0.543 0.495 0 0.954 0.788 0.855 0.399 0.992 0.99 0.493 0.1007
1294 MB-4148 19.99 0.4 0.495 0.290016 0.422 0.383 0.928 0.123 0.713 0.846 0.493 0.0255
1295 MB-5583 19.98 0.009 0.495 0.582 0.767 0.516 0.629 0.504 0.395 0.946 0.493 0.033
1296 MB-3707 19.98 0.027 0.495 0 0.793 0.624 0.864747 0.888 1 1 0.493 0.009
1297 MB-0656 19.99 0.106 0.495 0 0.699 0.73 0.964 0.363 0.91 0.901 0.493 0.0499
1298 MB-7075 19.98 0.243 0.495 0.311817 0.406 0.479 0.722 0.253 0.376224 0.516 0.493 0.0109
1299 MB-0115 19.99 0.214 0.495 0 0.721 0.659 0.80523 0.296 0.849 0.535 0.493 0.0175
1300 MB-5035 19.98 0.041 0.495 0.878 0.219 0.505 0.639405 0.155 0.117 1 0.493 0.0062
1301 MB-3001 19.99 0.112 0.495 0 0.838 0.858 0.722 0.371 0.988 0.987 0.493 0.0461
1302 MB-5396 19.98 0.55 0.495 0 0.761 0.534 0.808 0.862 0.612 0.584 0.493 0.0115
1303 MB-5048 19.98 0.036 0.495 0.773 0.289 0.463 0.981 0.401 0.223 1 0.493 0.0409
1304 MB-0427 19.98 0.006 0.495 0.712 0.275 0.731 0.965 0.268134 0.241 0.763 0.493 0.0151
1305 MB-0904 19.98 0.019 0.495 0.839 0.408 0.595 0.812 0.163 0.159 1 0.493 0.0032
1306 MB-5312 19.99 0.434229 0.495 0.536 0.562 0.762 0.3 0.485 0.39 0.756 0.493 0.0238
1307 MB-5398 19.98 0.13 0.495 0.3711 0.686 0.613428 0.741 0.577 0.64 1 0.493 0.0188
1308 MB-5529 19.99 0.221 0.495 0 0.91 0.715 0 0.814 0.849 0.659 0.493 0.0324
1309 MB-3490 19.98 0.4 0.495 0.917 0.293 0.459 0.956843 0.069 0.081 1 0.493 0.007
1310 MB-5236 19.99 0.698 0.495 0 0.933 0.764951 0.74 0.263 0.970239 0.96 0.493 0.0617
1311 MB-6044 19.99 0.63635 0.495 0 0.928 0.656479 0.062 1 1 1 0.493 0.0037
1312 MB-3371 19.98 0.001 0.495 0.685 0.243 0.909 0.927 0.214 0.25 0.541 0.493 0.0112
1313 MB-0646 19.98 0.008 0.495 0.503 0.36 0.663 0.922 0.23 0.511 1 0.493 0.0099
1314 MB-6001 19.98 0.153 0.495 0 0.581 0.667 0.354247 0.93 0.469 0.473 0.493 0.001
1315 MB-2960 19.98 0.012 0.495 0.669 0.249 0.543 0.926 0.168 0.217 0.576728 0.493 0.0127
1316 MB-6224 19.99 0.115 0.495 0.45 0.745 0.711 0.163 0.507 0.398 0.355 0.493 0.0813
1317 MB-7073 19.98 0.104 0.495 0 0.74 0.744 0.58 0.99 0.827 0.797 0.493 0.0156
1318 MB-4838 19.99 0.186 0.495 0 0.938 0.335 0.68093 0.869 0.993 0.998 0.493 0.0046
1319 MB-5298 19.99 0.852 0.495 0 0.973 0.798 0.282457 0.731 0.850292 0.797 0.493 0.046
1320 MB-5102 19.99 0.316 0.495 0 0.95 0.853 0.367 0.28 0.95 0.733 0.493 0.013
1321 MB-0497 19.98 0.302567 0.495 0 0.694 0.516524 0.23 0.642 1 1 0.493 0.0035
1322 MB-5204 19.98 0.07 0.495 0.413 0.626814 0.472 0.093 0.554 0.591 1 0.493 0.0114
1323 MB-3110 19.98 0.025 0.495 0.583 0.828 0.641033 0.679 0.658 0.424 1 0.493 0.0274
1324 MB-0117 19.98 0.062 0.495 0.733 0.287 0.422 0.95 0.228 0.22 0.723298 0.493 0.0095
1325 MB-3488 19.98 0.423 0.495 0 0.79 0.629538 0.753 0.998 0.803 0.791 0.493 0.0128
1326 MB-5208 19.99 0.608 0.495 0 0.821 0.900538 0.948 0.987 0.934 0.802 0.493 0.012
1327 MB-4938 19.99 0.488 0.495 0.957 0.361 0.732 0.547 0.002 0.049 1 0.493 0.0076
1328 MB-5465 19.99 0.31164 0.495 0 0.857 0.589 0.955 0.924 0.794 0.786 0.493 0.0189
1329 MB-4173 19.98 0.056 0.495 0.597841 0.571 0.307931 0.327 0.37 0.172 0.386 0.493 0.0349
1330 MB-0192 19.98 0.071 0.495 0.707 0.276 0.771 0.943 0.439 0.271 0.922801 0.493 0.0194
1331 MB-4098 19.99 0.836 0.495 0.156 0.416 0.38 0.11519 0.759 0.205 0.24 0.493 0.0309
1332 MB-0200 19.99 0.278 0.495 0 0.938944 0.52 0.651 0.453 0.954 0.937 0.493 0.0712
1333 MB-3033 19.98 0 0.495 0.779 0.176 0.624 0.59251 0.173 0.219 1 0.493 0.0059
1334 MB-4709 19.98 0.011 0.495 0.962 0.067 0.147 0.855 0.036 0.04 1 0.493 0.0049
1335 MB-5651 19.99 0.2 0.495 0 0.833138 0.709 0.593 1 1 1 0.493 0.0036
1336 MB-6122 19.98 0.25 0.495 0 0.912 0.781 0.671 1 0.895523 0.858 0.493 0.0067
1337 MB-7132 19.98 0.006 0.495 0.777555 0.211 0.238 0.964 0.169 0.22 1 0.493 0.0104
1338 MB-5066 19.98 0.049 0.495 0.672 0.354 0.57 0.817173 0.322 0.324 1 0.493 0.0199
1339 MB-5335 19.99 0.828 0.495 0 1 0.652 0.599 0.265 1 1 0.493 0.017
1340 MB-5655 19.99 0.214 0.495 0.891 0.899 0.524 0.878 0.004 0.117 0.998 0.493 0.0029
1341 MB-4655 19.99 0.947 0.495 0 0.905 0.664739 0.21 1 0.916 0.913 0.493 0.0096
1342 MB-0872 19.98 0.103 0.495 0.673 0.324 0.608 0.948 0.324 0.326 1 0.493 0.0017
1343 MB-0583 19.98 0.01 0.495 0.496 0.505 0.68 0.563189 0.224 0.51 1 0.493 0.0148
1344 MB-4976 19.98 0.208 0.495 0.455965 0.555 0.504 0.967 0.57 0.554948 1 0.493 0.0138
1345 MB-4333 19.99 0.488 0.495 0 0.921 0.562323 0.351 1 1 1 0.493 0.0045
1346 MB-4814 19.99 0.063 0.495 0 0.996 0.493 0.644 1 1 1 0.493 8e-04
1347 MB-7227 19.98 0.01 0.495 0.599 0.363 0.591 0.954 0.321 0.216 0.517 0.493 0.0075
1348 MB-3386 19.98 0.402 0.495 0 0.855 0.836272 0.853 0.997 0.825 0.805 0.493 0.0196
1349 MB-4750 19.98 0.018 0.495 0.765 0.49 0.431 0.851621 0.232 0.234 1 0.493 0.0069
1350 MB-5315 19.98 0.615148 0.495 0 0.989 0.705 0.786 1 1 1 0.493 0.0031
1351 MB-5175 19.98 0.199506 0.495 0 0.959 0.545 0.203 0.998 0.836 0.849 0.493 9e-04
1352 MB-6204 19.98 0.064 0.495 0 0.953 0.629 0.155879 0.975 1 1 0.493 0.0018
1353 MB-4769 19.98 0.375 0.495 0.875 0.483 0.558 0.949 0.005 0.131 0.91 0.493 0.0227
1354 MB-0386 19.98 0.034 0.495 0 0.686 0.689 0.864 0.926 0.534 0.523 0.493 0.0375
1355 MB-6187 19.98 0.008 0.495 0.651464 0.545 0.493 0.826 0.381 0.284348 0.766 0.493 0.0726
1356 MB-4791 19.98 0.101 0.495 0 0.968 0.644 0 1 1 1 0.493 0.0032
1357 MB-0389 19.98 0.016 0.495 0.902 0.213 0.668 0.815 0.11527 0.091 1 0.493 0.001
1358 MB-5212 19.98 0.105 0.495 0.87 0.207 0.429 0.891 0.13 0.114 0.824 0.493 0.0228
1359 MB-3528 19.98 0.122 0.495 0.814 0.173 0.7 0.938 0.226 0.146 0.658288 0.493 0.0289
1360 MB-4673 19.98 0.077672 0.495 0.599 0.334 0.82 0.592 0.375 0.265443 0.615 0.493 0.0116
1361 MB-4798 19.99 0.517 0.495 0.453577 0.671 0.630552 0.281 0.485 0.322 0.564 0.493 0.0645
1362 MB-6328 19.98 0.066 0.495 0.93 0.058 0.201 0.965 0.159 0.067 1 0.493 0.016
1363 MB-7269 19.99 0.289 0.495 0.286 0.518 0.770147 0.78 0.314 0.69 0.766 0.493 0.0214
1364 MB-0343 19.98 0.028 0.495 0.076 0.479073 0.708 0.915 0.795741 0.758 0.614 0.493 0.0199
1365 MB-2613 19.98 0.065 0.495 0.72 0.186 0.521156 0.992 0.145 0.197 0.616 0.493 0.0171
1366 MB-7173 19.98 0.004 0.495 0.793 0.262 0.263 0.828 0.214 0.20147 1 0.493 0.014
1367 MB-5275 19.99 0.362282 0.495 0.768 0.531334 0.356 0 0.689 0.233 1 0.493 0.0284
1368 MB-4741 19.98 0.141 0.495 0.601 0.370976 0.663 0.861 0.401 0.402 1 0.493 0.0098
1369 MB-0198 19.98 0.017 0.495 0.943 0.225 0.663 0.887 0.031 0.055555 0.743 0.493 0.0062
1370 MB-7233 19.98 0.001 0.495 0.932 0.081938 0.244 0.996 0.069 0.058 1 0.493 0.0025
1371 MB-2708 19.98 0.003 0.495 0 0.631 0.751486 0.703 0.938 0.724 0.711 0.493 0.0028
1372 MB-2844 19.99 0.277 0.495 0 0.634 0.71 0.992 0.804 1 1 0.493 0.002
1373 MB-0266 19.98 0.001 0.495 0.769 0.325 0.371 0.954 0.212593 0.161 0.577 0.493 0.0118
1374 MB-4328 19.99 0.421 0.495 0 0.66086 0.495 0.409 0.994 0.647 0.635 0.493 0.0257
1375 MB-0149 19.99 0.3 0.495 0 0.65195 0.593 0.706 0.694 0.918 0.527 0.493 0.0392
1376 MB-6069 19.98 0.006 0.495 0.806 0.209 0.444 0.971 0.597 0.192 1 0.493 0.0082
1377 MB-3228 19.98 0.001 0.495 0.547 0.671 0.498 0.857 0.363 0.452 1 0.493 0.0253
1378 MB-0587 19.98 0.079 0.495 0 0.99 0.686 0.749 0.617325 0.989 0.987 0.493 0.0085
1379 MB-0388 19.98 0.005 0.495 0.737 0.466 0.534 0.979 0.262 0.267 1 0.493 0.009
1380 MB-3525 19.98 0.725 0.495 0.429 0.61 0.75 0.809 0.325 0.585 1 0.493 0.0222
1381 MB-7212 19.98 0.005 0.495 0.851 0.297 0.496 0.908 0.218003 0.145 1 0.493 0.0053
1382 MB-4484 19.98 0.048 0.495 0.637 0.525515 0.457 0.752 0.807 0.364 1 0.493 0.0164
1383 MB-0663 19.98 0.168 0.495 0 0.882 0.861717 0.789 0.999 0.684849 0.586 0.493 0.0091
1384 MB-3025 19.99 0.308 0.495 0 0.981 0.819 0.634 1 0.925052 0.917 0.493 0.0089
1385 MB-5019 19.98 0.294 0.495 0 0.957 0.75251 0.496 1 1 1 0.493 0.0034
1386 MB-5239 19.98 0.091 0.495 0.887 0.036 0.401 0.978 0.06 0.056 0.459725 0.493 0.0247
1387 MB-0552 19.98 0.994 0.495 0.961 0.126 0.837 0.992 0.03 0.037 1 0.493 0.0058
1388 MB-2848 19.98 0.501 0.495 0.716 0.295 0.4 0.997 0.294 0.158 0.526 0.493 0.0177
1389 MB-4660 19.99 0.818 0.495 0 0.997 0.307 0 0.256 0.999 0.997 0.493 0.0955
1390 MB-3008 19.98 0.001 0.495 0.85 0.138 0.656 0.404 0.07 0.088 0.579146 0.493 0.0063
1391 MB-5291 19.99 0.172133 0.495 0.559295 0.426 0.215668 0.777 0.632 0.438 0.978 0.493 0.0755
1392 MB-4846 19.98 0.171 0.495 0.548 0.569 0.628 0.614 0.549 0.458 1 0.493 0.0155
1393 MB-0599 19.98 0.316992 0.495 0.624 0.365259 0.933 0.967571 0.145 0.352 0.818 0.493 0.0251
1394 MB-6195 19.98 0.003 0.495 0.644 0.393 0.594 0.949 0.305 0.362 1 0.493 0.0277
1395 MB-2760 19.98 0 0.495 0.756 0.191239 0.362 0.992 0.162 0.248 1 0.493 0.0101
1396 MB-7094 19.99 0.753 0.495 0.585 0.389 0.142587 0.522 0.617 0.419825 1 0.493 0.0191
1397 MB-5505 19.98 0.03 0.495 0.813 0.414814 0.409 0.983 0.334 0.185 1 0.493 0.0217
1398 MB-0112 19.98 0.011 0.495 0.528 0.462 0.561 0.924 0.309 0.357 0.462 0.493 0.0311
1399 MB-2951 19.98 0.013 0.495 0.312 0.491 0.701714 0.948 0.227 0.571 0.812 0.493 0.0222
1400 MB-2728 19.98 0.04 0.495 0.607 0.325941 0.673 0.898 0.388 0.401 1 0.493 0.0129
1401 MB-5390 19.99 0.728 0.495 0 0.984 0.592 0.523591 0.742 1 0.994 0.493 0.0747
1402 MB-7084 19.99 0.167 0.495 0 0.988 0.608 0.249 0.744 0.971 0.963872 0.493 0.017
1403 MB-0151 19.98 0.069 0.495 0.594035 0.235 0.672 0.979 0.044 0.371 0.633 0.493 0.0105
1404 MB-0291 19.98 0.075 0.495 0.847 0.277 0.467598 0.518 0.115 0.085 0.513 0.493 0.0063
1405 MB-0899 19.98 0.134 0.495 0 0.692 0.517722 0.275 0.077 1 1 0.493 0.0039
1406 MB-4529 19.98 0.087 0.495 0.755 0.367 0.505 0.956 0.231 0.151 0.517 0.493 0.0224
1407 MB-7020 19.99 0.024 0.495 0.995 0.047 0.899603 1 0.004 0.003 1 0.493 0.0022
1408 MB-5427 19.99 0.418606 0.495 0 0.964 0.565 0.24 0.342 0.507 0.48 0.493 0.1786
1409 MB-4738 19.98 0.004 0.495 0.720945 0.67 0.715 0.517 0.28 0.276 1 0.493 0.0082
1410 MB-0143 19.98 0.002 0.495 0.772 0.261 0.447 0.995 0.259 0.236 1 0.493 0.0131
1411 MB-7050 19.98 0.009468 0.495 0 0.679 0.6 0.69 0.905 0.518 0.518 0.493 0.0018
1412 MB-5442 19.99 0.52 0.495 0 0.66 0.746 0.092 0.639729 0.576 0.565 0.493 0.0311
1413 MB-7058 19.98 0.133 0.495 0.781 0.316 0.56 0.373 0.278 0.184 0.724 0.493 0.0146
1414 MB-7197 19.98 0.008 0.495 0.756 0.325 0.512 0.964 0.309 0.239 1 0.493 0.0121
1415 MB-5550 19.98 0.002 0.495 0.574 0.689263 0.272 0.861 0.267622 0.219 0.51 0.493 0.0103
1416 MB-0627 19.98 0.088 0.495 0 0.965 0.882 0.411 1 1 1 0.493 0
1417 MB-0652 19.99 0.058 0.495 0 0.73 0.536039 0.766336 0.935647 0.428 0.193 0.493 0.0179
1418 MB-3754 19.98 0.036 0.495 0.891 0.286 0.64 0.996 0.097 0.108 1 0.493 0.0047
1419 MB-7153 19.98 0.005 0.495 0.995 0.378 0.733 0.942 0.003 0.005 1 0.493 0.0051
1420 MB-7174 19.98 0.495 0.495 0 0.705 0.532 0.343 0.729318 0.495 0.455 0.493 0.0514
1421 MB-3476 19.99 0.686 0.495 0 0.959 0.757 0.35 0.922 0.944 0.938 0.493 0.0183
1422 MB-3450 19.98 0.003 0.495 0.898 0.055 0.294268 0.689 0.035 0.097 1 0.493 0.0064
1423 MB-5224 19.98 0.095 0.495 0.439 0.56 0.656 0.84 0.522 0.569 1 0.493 0.0058
1424 MB-0258 19.98 0.028 0.495 0.755 0.288 0.921 0.887 0.179741 0.21 0.719 0.493 0.0116
1425 MB-5299 19.99 0.388 0.495 0 0.985 0.694 0.084 1 1 1 0.493 8e-04
1426 MB-4408 19.99 0.908 0.495 0 1 0.259 0.927 1 1 1 0.493 0.0055
1427 MB-0482 19.99 0.105 0.495 0 0.741 0.798 0.892 0.611 0.542 0.504 0.493 0.21
1428 MB-5417 19.98 0.577 0.495 0 0.969 0.693797 0 1 1 1 0.493 0.0078
1429 MB-5033 19.98 0.097 0.495 0.554714 0.19 0.426214 0.574 0.438962 0.202 0.417 0.493 0.0384
1430 MB-3606 19.99 0.612 0.495 0 0.987 0.827 0.349 1 1 1 0.493 0.0043
1431 MB-6016 19.99 0.438 0.495 0.509 0.623724 0.731789 0.699 0.484 0.429 0.84 0.493 0.0324
1432 MB-7038 19.99 0.384 0.495 0.93 0.357 0.624 0.893 0.009 0.062 0.897 0.493 0.0031
1433 MB-4900 19.98 0.436 0.495 0 0.96 0.254 0.616023 0.989 0.836 0.827 0.493 0.0231
1434 MB-4928 19.99 0.594 0.495 0.953 0.505 0.569 0.936 0.283704 0.044 1 0.493 0.0094
1435 MB-5027 19.98 0.20578 0.495 0.866 0.418 0.601 0.907 0.143 0.128 1 0.493 0.0047
1436 MB-5411 19.99 0.141 0.495 0 0.989 0.614 0.741701 0.985 0.856 0.845 0.493 0.0191
1437 MB-7048 19.98 0.719 0.495 0 0.914 0.622 0.059 0.972 0.620159 0.543 0.493 0.0123
1438 MB-4236 19.99 0.823 0.495 0.383 0.541 0.236 0.949 0.644 0.454 0.695 0.493 0.0445
1439 MB-7287 19.98 0.082 0.495 0 0.624 0.514334 0.713 0.63 0.254 0.260267 0.493 0.0154
1440 MB-0466 19.98 0.03 0.495 0.74 0.101 0.788519 0.697 0.093 0.21 0.574 0.493 0.0206
1441 MB-4276 19.98 0.012 0.495 0 0.991 0.685976 0.911457 0.656 0.914 0.929 0.493 0.0216
1442 MB-4855 19.98 0.137 0.495 0 0.53 0.569 0.766 0.366703 0.412 0.418 0.493 0.0503
1443 MB-0586 19.98 0.001 0.495 0.617 0.202 0.665 0.868686 0.271 0.224 0.262209 0.493 0.0358
1444 MB-6150 19.99 0.085 0.495 0.627 0.327 0.638 0.957498 0.397 0.372 1 0.493 0.0033
1445 MB-6082 19.98 0.173863 0.495 0.453654 0.619 0.661545 0.745 0.546 0.359 0.575 0.493 0.0157
1446 MB-5473 19.98 0.018 0.495 0.742 0.285 0.623 0.981 0.246 0.257 1 0.493 0.0025
1447 MB-0545 19.98 0.024 0.495 0 0.820778 0.554 0.956 0.988 0.674119 0.67 0.493 0.0032
1448 MB-3123 19.99 0.52 0.495 0 0.866 0.834618 0.941 0.995 1 1 0.493 0.0017
1449 MB-5408 19.98 0.01 0.495 0.824 0.453 0.657 0.958 0.169 0.176 0.979 0.493 0.0024
1450 MB-5551 19.99 0.426 0.495 0 0.972 0.723 0.335101 0.344 0.96 0.841 0.493 0.1145
1451 MB-5596 19.98 0 0.495 0.689 0.397 0.53 0.996 0.428 0.265 0.832 0.493 0.0326
1452 MB-2984 19.98 0.162 0.495 0 0.646 0.882 0.416 0.878 0.802 0.797 0.493 0.0051
1453 MB-5588 19.98 0.082 0.495 0 0.993 0.657 0.814 1 0.99 0.99 0.493 0.0044
1454 MB-7100 19.98 0.029 0.495 0.862 0.355 0.463498 0.752 0.061 0.1 0.666 0.493 0.0162
1455 MB-5652 19.98 0.125 0.495 0 1 0.949 0.439 1 0.997 0.998 0.493 0.001
1456 MB-4966 19.98 0.001 0.495 0.827 0.364 0.549 0.962 0.170588 0.172 1 0.493 0.0177
1457 MB-3711 19.98 0.158 0.495 0.824 0.121 0.673 0.974 0.135 0.123 0.583 0.493 0.0143
1458 MB-5599 19.98 0.001 0.495 0.837 0.321 0.417 0.947 0.634 0.164 1 0.493 0.013
1459 MB-5369 19.98 0.021 0.495 0.698 0.32 0.522 0.939 0.124 0.2 0.521 0.493 0.0217
1460 MB-6021 19.98 0.308876 0.495 0.582 0.597 0.561 0.578 0.312 0.424 1 0.493 0.0141
1461 MB-5074 19.98 0.358 0.495 0.609 0.406 0.463318 0.347 0.39 0.33 0.758 0.493 0.0184
1462 MB-2517 19.98 0.774692 0.495 0 0.964 0.663043 0.869 1 1 1 0.493 0.0035
1463 MB-5287 19.98 0.161 0.495 0.501 0.470932 0.592524 0.315144 0.726 0.510841 1 0.493 0.0332
1464 MB-5383 19.99 0.003 0.495 0.661 0.353 0.325 0.967 0.184 0.34 1 0.493 0.0197
1465 MB-0884 19.99 0.871 0.495 0 0.84 0.63176 0.351 0.941 1 1 0.493 0.0046
1466 MB-3600 19.99 0.039 0.495 0.766 0.086688 0.579819 0.770026 0.137001 0.238001 0.855001 0.493001 0.0203
1467 MB-2744 19.99 0.034 0.495 0.922 0.231 0.562 0.994 0.073 0.074 1 0.493 0.008
1468 MB-0309 19.98 0.069 0.495 0.438 0.652 0.545 0.502976 0.553947 0.563 1 0.493 0.0097
1469 MB-5592 19.98 0.147686 0.495 0.769 0.377711 0.313 0.472 0.322293 0.224766 1 0.493 0.0449
1470 MB-0239 19.98 0.013 0.495 0.26 0.498 0.779 0.820911 0.532987 0.568 0.725 0.493 0.014
1471 MB-5593 19.98 0.683 0.495 0 0.964 0.639 0.556 1 1 1 0.493 8e-04
1472 MB-0253 19.98 0.016 0.495 0.65 0.3 0.428 0.985 0.335 0.166 0.468946 0.493 0.0954
1473 MB-0121 19.98 0.013 0.495 0.727 0.545 0.69 0.469 0.225 0.136 0.500219 0.493 0.0136
1474 MB-7043 19.98 0.417 0.495 0.591 0.891 0.514 0.8 0.431 0.351 0.77 0.493 0.0083
1475 MB-4992 19.98 0.083 0.495 0.626 0.53297 0.563 0.536 0.478 0.383 1 0.493 0.0487
1476 MB-7295 19.98 0.001 0.495 0.952 0.214 0.651 0.961 0.021 0.045 1 0.493 0.0014
1477 MB-3865 19.98 0.001 0.495 0.931 0.375 0.643 0.991 0.066 0.065 0.827 0.493 0.006
1478 MB-3266 19.98 0.018 0.495 0 0.661 0.784 0.495 0.41158 1 1 0.493 0.0015
1479 MB-7014 19.98 0.05 0.495 0 0.637 0.721 0.963 0.52518 0.715 0.712 0.493 0.0109
1480 MB-3253 19.98 0.068 0.495 0 0.686 0.742622 0.891 0.374 1 1 0.493 0.0042
1481 MB-5011 19.98 0.054 0.495 0.26 0.696 0.465 0.921 0.715 0.755 1 0.493 0.0148
1482 MB-5525 19.98 0.02 0.495 0 0.955 0.717 0.46 0.929 1 1 0.493 0.0057
1483 MB-0100 19.99 0.662225 0.495 0 0.946 0.737 0.303 0.999 0.903 0.903353 0.493 0.0046
1484 MB-7185 19.98 0.02 0.495 0.79 0.086 0.3 0.99 0.64 0.206 1 0.493 0.0128
1485 MB-4644 19.98 0.485 0.495 0 0.904 0.534161 0.932 0.977 0.664 0.658 0.493 0.0045
1486 MB-6201 19.98 0.021 0.495 0.802 0.611 0.671 0.66 0.69694 0.121 0.567 0.493 0.0272
1487 MB-0362 19.98 0.067 0.495 0 0.548 0.353 0.88 0.268 1 1 0.493 0.0077
